[16:55:27] | Thong_Tu_200_2014_TT-BTC.pdf 🚀 Bắt đầu xử lý
[17:01:57] | Thong_Tu_200_2014_TT-BTC.pdf 📥 128/1244 chunks (10%)
[17:01:57] | Thong_Tu_200_2014_TT-BTC.pdf 📥 160/1244 chunks (12%)
[17:01:57] | Thong_Tu_200_2014_TT-BTC.pdf 📥 192/1244 chunks (15%)
[17:01:57] | Thong_Tu_200_2014_TT-BTC.pdf 📥 224/1244 chunks (18%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 256/1244 chunks (20%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 288/1244 chunks (23%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 320/1244 chunks (25%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 352/1244 chunks (28%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 384/1244 chunks (30%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 416/1244 chunks (33%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 448/1244 chunks (36%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 480/1244 chunks (38%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 512/1244 chunks (41%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 544/1244 chunks (43%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 576/1244 chunks (46%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 608/1244 chunks (48%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 640/1244 chunks (51%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 672/1244 chunks (54%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 704/1244 chunks (56%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 736/1244 chunks (59%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 768/1244 chunks (61%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 800/1244 chunks (64%)
[17:01:58] | Thong_Tu_200_2014_TT-BTC.pdf 📥 832/1244 chunks (66%)
[17:01:59] | Thong_Tu_200_2014_TT-BTC.pdf 📥 864/1244 chunks (69%)
[17:01:59] | Thong_Tu_200_2014_TT-BTC.pdf 📥 896/1244 chunks (72%)
[17:01:59] | Thong_Tu_200_2014_TT-BTC.pdf 📥 928/1244 chunks (74%)
[17:01:59] | Thong_Tu_200_2014_TT-BTC.pdf 📥 960/1244 chunks (77%)
[17:01:59] | Thong_Tu_200_2014_TT-BTC.pdf 📥 992/1244 chunks (79%)
[17:01:59] | Thong_Tu_200_2014_TT-BTC.pdf 📥 1024/1244 chunks (82%)
[17:01:59] | Thong_Tu_200_2014_TT-BTC.pdf 📥 1056/1244 chunks (84%)
[17:01:59] | Thong_Tu_200_2014_TT-BTC.pdf 📥 1088/1244 chunks (87%)
[17:01:59] | Thong_Tu_200_2014_TT-BTC.pdf 📥 1120/1244 chunks (90%)
[17:01:59] | Thong_Tu_200_2014_TT-BTC.pdf 📥 1152/1244 chunks (92%)
[17:01:59] | Thong_Tu_200_2014_TT-BTC.pdf 📥 1184/1244 chunks (95%)
[17:01:59] | Thong_Tu_200_2014_TT-BTC.pdf 📥 1216/1244 chunks (97%)
[17:01:59] | Thong_Tu_200_2014_TT-BTC.pdf 📥 1244/1244 chunks (100%)
[17:01:59] | Thong_Tu_200_2014_TT-BTC.pdf ✅ Hoàn tất — 1244 chunks
